,Site,Habitat,Protection,Cluster,GPS file name,Month,Elevation,Lat,Long,Primary1000,Primary1000km,Secondary200,Secondary200km,House1000,House1000km,Non_Ground_Truthed_Habitat,Habitat_code,Dist_Corc,Dist_Corc_km,Dist_Corc_scaled,Secondary50,OldGrowth50,Secondary100,OldGrowth100,Secondary200,OldGrowth200,Secondary300,OldGrowth300,OldGrowth400,Secondary400,Secondary500,OldGrowth500,Secondary750,OldGrowth750,Secondary1000,OldGrowth1000,Secondary2000,OldGrowth2000,Secondary3000,OldGrowth3000,OldGrowth4000,Secondary4000,OldGrowth5000,Secondary5000,Mangrove50,Mangrove100,Mangrove200,Mangrove300,Mangrove400,Mangrove500,Mangrove750,Mangrove1000,Mangrove2000,Mangrove3000,Mangrove4000,Mangrove5000,ForestCover50,ForestCover100,ForestCover200,ForestCover300,ForestCover400,ForestCover500,ForestCover750,ForestCover1000,ForestCover2000,ForestCover3000,ForestCover4000,ForestCover5000,Diversity50,Diversity100,Diversity200,Diversity300,Diversity400,Diversity500,Diversity750,Diversity1000,Diversity2000,Diversity3000,Diversity4000,Diversity5000
90,Jimmy_Site_1,Secondary,GD Forest Reserve,Carate,JIMMY 1,May,36.8549,8.440986,-83.450285,0,0,323.2155544,0.323215554,4613.274769,4.613274769,Water,MAN,3289.374128,3.289374128,0.064432996,1,0,0.981390679,0,0.851586931,0,0.831059036,0,0,0.759260098,0.705863159,0.002602694,0.621482067,0.006434661,0.586672072,0.006434381,0.438156468,0.073264212,0.410707833,0.099248648,0.131277687,0.365976667,0.145581421,0.352356461,0,0,0,0,0,0,0,0,0,0.000335214,0.0006664,0.002886507,1,0.981390679,0.851586931,0.831059036,0.759260098,0.708465853,0.627916728,0.593106453,0.51142068,0.509956481,0.497254354,0.497937882,0,0.092576347,0.38364742,0.274502391,0.33270262,0.422872051,0.462278213,0.447315169,0.868714961,0.865369491,0.956958666,0.96829007
91,LaBalsa_Site_1,Secondary,Unprotected,New 4,LA BALSA1NE,January,71.437752,8.511854,-83.318009,0,0,285.3045893,0.285304589,9424.305937,9.424305937,Secondary,SEC,17965.58432,17.96558432,0.351913882,1,0,1,0,1,0,1,0,0,1,0.98308698,0,0.839302824,0.00228802,0.738674696,0.012128836,0.679448824,0.034302771,0.59971585,0.037654944,0.043728088,0.547232475,0.051660881,0.486333353,0,0,0,0,0,0,0,0,0,0.00121778,0.013019518,0.016059661,1,1,1,1,1,0.98308698,0.841590844,0.750803532,0.713751595,0.637370794,0.590960563,0.537994234,0,0,0,0,0,0.085768748,0.469122877,0.687673239,0.850237368,1.064046758,1.242767361,1.33218633
92,LaBalsa_Site_2,Secondary,Unprotected,New 4,LA BALSA2N,January,89.605156,8.510074,-83.325055,0,0,469.3837892,0.469383789,63.31917907,0.063319179,Old Growth,OG,10449.76991,10.44976991,0.204692429,1,0,0.974719068,0,0.992457011,0,0.99085358,0.00191666,0.049946701,0.872844849,0.826466879,0.042396057,0.786440414,0.044188684,0.770679259,0.050273783,0.736555099,0.056645394,0.640685547,0.064621338,0.065427885,0.617641606,0.068545568,0.547035569,0,0,0,0,0,0,0,0,0,0,0.002805116,0.013876713,1,0.974719068,0.992457011,0.99277024,0.92279155,0.868862936,0.830629098,0.820953042,0.793200493,0.705306885,0.683069491,0.615581137,0,0.117934448,0.044378085,0.056736797,0.46613476,0.557928576,0.627516151,0.677917064,0.79700046,0.995841514,1.129537553,1.283470098
93,LaBalsa_Site_3,Secondary,Unprotected,New 4,LA BALSA3SE,January,115.226234,8.505465,-83.328519,0,0,696.6111232,0.696611123,355.1424023,0.355142402,Secondary,SEC,9665.764952,9.665764952,0.189335164,1,0,0.921281453,0,0.797057517,0.0000361,0.797674014,0.081662968,0.113015327,0.819119272,0.843607858,0.112961205,0.877425164,0.097264952,0.865365975,0.075084094,0.752877181,0.086702983,0.686431564,0.082575628,0.080361634,0.635458235,0.084561552,0.584931455,0,0,0,0,0,0,0,0,0,0.000607081,0,0.00636525,1,0.921281453,0.797093617,0.879336982,0.932134599,0.956569063,0.974690116,0.940450069,0.839580164,0.769007192,0.715819869,0.669493007,0,0.275628408,0.504802608,0.640069328,0.592408322,0.526030766,0.434446728,0.492380774,0.770099445,0.921269434,1.078999635,1.22908661
94,LaBalsa_Site_4,Secondary,Unprotected,New 4,LA BALSA4NE,January,107.93811,8.499162,-83.335424,0,0,266.1031778,0.266103178,1389.818698,1.389818698,Secondary,SEC,9279.48714,9.27948714,0.181768668,1,0,1,0,1,0,0.927003167,0.056237813,0.099456688,0.876808059,0.874106794,0.094795793,0.846870147,0.134662531,0.812115407,0.163739514,0.789429379,0.103908111,0.74050908,0.105471185,0.113774101,0.675228475,0.128303365,0.617824561,0,0,0,0,0,0,0,0,0,0.003504717,0.002034027,0.001942431,1,1,1,0.98324098,0.976264747,0.968902587,0.981532678,0.975854921,0.89333749,0.845980265,0.789002576,0.746127926,0,0,0,0.300651612,0.433609485,0.448882835,0.484469631,0.55520317,0.680460596,0.826199709,0.986912035,1.129621888
95,LaBalsa_Site_5,Secondary,Unprotected,New 4,LA BALSA 5W,January,192.82663,8.492177,-83.337537,0,0,411.887391,0.411887391,1294.682419,1.294682419,Secondary,PM,8560.920901,8.560920901,0.167693232,0.90880476,0,0.664408292,0.133078345,0.665270126,0.193457742,0.711736648,0.225322416,0.267674589,0.684579414,0.665360398,0.280048148,0.694168763,0.276604112,0.767117337,0.207892939,0.808970557,0.116699599,0.765688102,0.106707163,0.142802919,0.671853375,0.158180432,0.619057553,0,0,0,0,0,0,0,0.004456713,0,0,0.002155981,0.003044929,0.90880476,0.797486637,0.858727868,0.937059064,0.952254003,0.945408546,0.970772875,0.975010276,0.925670156,0.872395265,0.814656294,0.777237985,0.305294485,0.863447223,0.865410254,0.751871608,0.759910823,0.807885446,0.72238735,0.640030519,0.604483896,0.747380916,0.984293689,1.099608028
96,LaBalsa_Site_6,Secondary,GD Forest Reserve,New 4,LABALSA6SW,January,192.501144,8.482908,-83.341757,0,0,404.0872921,0.404087292,906.9711905,0.906971191,Mangrove,MAN,8443.591931,8.443591931,0.165394966,0.657589941,0,0.68567546,0,0.834586451,0,0.835486743,0.088535703,0.12430742,0.814530315,0.786751322,0.116940506,0.75772125,0.153380965,0.732732175,0.157799484,0.771986225,0.123814963,0.766543601,0.157836128,0.186304041,0.687755829,0.19209128,0.634797563,0,0,0,0,0.002094634,0.039284196,0.023114957,0.014509522,0.007635802,0,0.003450367,0.002647683,0.657589941,0.68567546,0.834586451,0.924022446,0.938837735,0.903691828,0.911102215,0.890531659,0.895801188,0.924379729,0.87405987,0.826888843,0.642621128,0.622517207,0.448538729,0.560630797,0.60630346,0.730415858,0.787602434,0.825808447,0.718864627,0.69478185,0.928218582,1.036292056
97,Lapa_Site_1,Old Growth,Wildlife Refuge,Lapa,LAPA 1NW,February,243.537811,8.39354,-83.297209,0,0,0,0,1312.784749,1.312784749,Grassland,SEC,29274.67536,29.27467536,0.573438885,0.007626232,0.992373768,0.312951103,0.687048897,0.658965577,0.341034423,0.69883779,0.30116221,0.268872655,0.731127344,0.799643156,0.194883749,0.8056921,0.190375069,0.763822426,0.230637954,0.695292959,0.232323212,0.453835053,0.168945604,0.128849657,0.35406894,0.103970313,0.294243026,0,0,0,0,0,0,0,0,0,0,0,0.000611836,1,1,1,1,0.999999999,0.994526905,0.996067169,0.99446038,0.927616171,0.622780657,0.482918597,0.398213339,0.044783816,0.621441577,0.641719222,0.611845826,0.582134331,0.525998905,0.487852628,0.572966119,0.848695722,1.035212509,1.104686647,1.23505427
98,Lapa_Site_10,Old Growth,Wildlife Refuge,Lapa,Lapa 10 N,February,320.417908,8.40652,-83.30693,0,0,0,0,1443.49642,1.44349642,Mangrove,MAN,20501.17183,20.50117183,0.401581536,0,1,0.046040546,0.953959454,0.296745593,0.703254407,0.394287841,0.605712159,0.569906901,0.430093099,0.498125486,0.501874514,0.622712924,0.376621065,0.622675545,0.354000373,0.63698145,0.334407776,0.637742477,0.26221125,0.187249045,0.511759184,0.148713876,0.413703446,0,0,0,0,0,0,0.000519222,0.002614169,0.000729333,0.000491719,0.001269625,0.000894287,1,1,1,1,1,1,0.999333989,0.976675918,0.971389226,0.899953727,0.699008229,0.562417322,0,0.18668755,0.608081581,0.6706275,0.683341136,0.693140153,0.667959211,0.772715342,0.772716726,0.93549586,1.191838551,1.1073274
99,Lapa_Site_2,Secondary,Wildlife Refuge,Lapa,LAPA 2NE,February,264.601807,8.393549,-83.30103,0,0,494.4316698,0.49443167,9293.959832,9.293959832,Mangrove,MAN,17419.91976,17.41991976,0.341225282,0.996017114,0.003982885,0.899057374,0.100942626,0.778746185,0.221253815,0.768161384,0.231838616,0.293679328,0.706320672,0.668020183,0.331979817,0.757203246,0.242153022,0.770491507,0.227296385,0.651128269,0.277410145,0.481729911,0.183281915,0.141005946,0.372930117,0.112674701,0.307965912,0,0,0,0,0,0,0,0,0,0,0,0.000812512,0.999999999,1,1,1,1,1,0.999356268,0.997787892,0.928538414,0.665011826,0.513936063,0.420640613,0.025983365,0.327149212,0.528490299,0.541488436,0.605413302,0.635571857,0.558744249,0.536604732,0.79785692,1.012049469,1.069500257,1.215634387
100,Lapa_Site_3,Secondary,Wildlife Refuge,Lapa,LAPA3NE,February,220.009033,8.397875,-83.295248,0,0,0,0,1883.700886,1.883700886,Mangrove,MAN,17090.10035,17.09010035,0.334764706,1,0,1,0,0.966374737,0.033625263,0.92632235,0.07367765,0.149896453,0.850103547,0.803927022,0.196072978,0.756736255,0.237364643,0.765656807,0.22671753,0.6725835,0.222515841,0.484380288,0.174810104,0.132068044,0.373505887,0.107105073,0.310156719,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.994100898,0.992374337,0.895099341,0.659190392,0.505573931,0.417261792,0,0,0.147126441,0.263049645,0.422529433,0.494909984,0.549661679,0.570983424,0.892033093,1.06841279,1.188657252,1.254150133
101,Lapa_Site_4,Secondary,Wildlife Refuge,Lapa,LAPA 4NE,February,158.329056,8.400223,-83.291447,0,0,0,0,4323.970961,4.323970961,Palm,TK,17301.28797,17.30128797,0.338901496,1,0,0.999888847,0.000111153,0.863882632,0.136117368,0.791074592,0.208925408,0.272152031,0.714482576,0.702064748,0.284661048,0.798610682,0.190881369,0.808321207,0.176772862,0.625499257,0.159204429,0.466096537,0.161836381,0.125381818,0.360059195,0.103770452,0.304368815,0,0,0,0,0,0,0,0,0,0,0,0.000615699,1,1,1,1,0.986634607,0.986725796,0.989492051,0.985094069,0.784703686,0.627932918,0.485441013,0.408139267,0,0.001123151,0.397852287,0.512529432,0.652056626,0.600794589,0.531646827,0.535034857,0.935759649,1.036154685,1.257787765,1.112139911
102,Lapa_Site_5,Secondary,Wildlife Refuge,Lapa,LAPA5NW,February,64.415634,8.401838,-83.285087,0,0,535.764705,0.535764705,13864.29468,13.86429468,Mangrove,MAN,17489.90035,17.48990035,0.342596078,1,0,1,0,0.962367436,0.000161644,0.910969047,0.037139832,0.066862666,0.886465877,0.828642166,0.074739648,0.731140476,0.043934361,0.626629418,0.060795139,0.479751941,0.085845472,0.404209893,0.105816598,0.103299973,0.322515247,0.091162783,0.277491747,0,0,0,0,0,0,0,0,0,0,0,0.000458129,1,1,0.96252908,0.948108879,0.953328543,0.903381814,0.775074837,0.687424557,0.565597413,0.510026491,0.42581522,0.36865453,0,0,0.161388203,0.360773901,0.430731912,0.610002992,0.845695562,0.971470887,1.049532557,1.153640741,1.306906926,1.126134685
103,Lapa_Site_6,Secondary,Wildlife Refuge,Lapa,Lapa 6 N,February,319.979675,8.40499,-83.29977,0,0,0,0,0,0,Secondary,SEC,15697.72237,15.69772237,0.307490495,1,0,0.84909245,0.088774197,0.742749873,0.20443521,0.728540877,0.247990895,0.299191044,0.687609545,0.685103315,0.305524938,0.712812023,0.271410137,0.666521656,0.29996001,0.687425712,0.253881777,0.590766313,0.220454415,0.161522982,0.451685796,0.130302061,0.370489662,0,0,0,0,0,0,0,0,0,0,0.001072769,0,1,0.937866647,0.947185083,0.976531772,0.986800589,0.990628253,0.98422216,0.966481666,0.941307489,0.811220728,0.613208778,0.500791723,0,0.52651732,0.700759187,0.664582016,0.675680531,0.665131017,0.660730759,0.745396911,0.774883162,1.053120309,1.241929014,1.101811064
104,Lapa_Site_7,Secondary,Wildlife Refuge,Lapa,Lapa 7 SE,February,284.787262,8.40404,-83.29144,0,0,0,0,3849.029007,3.849029007,Secondary,SEC,16436.38396,16.43638396,0.321959563,1,0,1,0,0.966677447,0.033322553,0.84475525,0.155244751,0.220502224,0.779497776,0.754016439,0.245983561,0.726626183,0.236326652,0.719500534,0.181593614,0.611435541,0.143747814,0.48806578,0.162613643,0.130106076,0.382171284,0.107908182,0.324671625,0,0,0,0,0,0,0,0,0.000652492,0,0,0.000820716,1,1,1,1.000000001,1,1,0.962952835,0.901094148,0.755183355,0.650679423,0.51227736,0.432579807,0,0,0.146108444,0.431699783,0.527542875,0.557879462,0.695045081,0.814434481,0.990523701,1.13984023,1.290093642,1.118074462
105,Lapa_Site_8,Secondary,Wildlife Refuge,Lapa,Lapa 8 NE,February,145.624207,8.4052,-83.28618,0,0,226.629204,0.226629204,11183.90784,11.18390784,Palm,TK,17252.16631,17.25216631,0.33793929,1,0,1,0,1,0,0.992764059,0.006977381,0.027856163,0.942621075,0.88248771,0.031052424,0.689011695,0.034158998,0.554621848,0.092405405,0.49124554,0.088598321,0.418622046,0.111679924,0.110809948,0.345674581,0.098226152,0.298395672,0,0,0,0,0,0,0,0,0,0,0,0.000462574,1,1,1,0.99974144,0.970477238,0.913540134,0.723170693,0.647027253,0.579843861,0.53030197,0.456484529,0.396621824,0,0,0,0.043988769,0.259441622,0.439864023,0.958124801,1.148213821,1.071394669,1.21050514,1.318384409,1.129903809
106,Lapa_Site_9,Secondary,Wildlife Refuge,Lapa,Lapa 9 N,February,50.137142,8.40186,-83.28452,0,0,501.7001421,0.501700142,13864.29468,13.86429468,Old Growth,OG,17644.82829,17.64482829,0.345630841,1,0,1,0,0.918021757,0,0.917962715,0.02641877,0.06164489,0.851261663,0.783662659,0.062161399,0.690609287,0.042783491,0.607554691,0.046023145,0.46238209,0.083412824,0.396046483,0.101333016,0.101595101,0.317844449,0.089413158,0.274690405,0,0,0,0,0,0,0,0,0,0,0,0.000404931,1,1,0.918021757,0.944381485,0.912906553,0.845824058,0.733392778,0.653577836,0.545794914,0.497379499,0.41943955,0.364103563,0,0,0.28357454,0.335268793,0.524752721,0.774027359,0.880077435,0.963345577,1.064402495,1.158833369,1.309505838,1.126441822
107,LaReserva_Site_1,Old Growth,GD Forest Reserve,LaReserva,RESERVE1 S,February,284.895599,8.6173,-83.539873,0,0,0,0,2006.021119,2.006021119,Secondary,SEC,18013.67664,18.01367664,0.352855925,0,1,0.015846911,0.984153089,0.134896343,0.865103657,0.154351956,0.845648044,0.817391541,0.179755307,0.238226753,0.741315984,0.353049422,0.587314899,0.387628068,0.547084141,0.367008767,0.534280766,0.357929738,0.589236762,0.574846928,0.381340138,0.525441238,0.419741736,0,0,0,0,0,0.002412127,0.026539421,0.04632809,0.091272103,0.042930526,0.027440514,0.021191501,1,1,1,1,0.997146848,0.979542737,0.940364321,0.934712209,0.901289533,0.9471665,0.956187066,0.945182974,0.584957112,0.631711745,0.852477272,0.868166677,0.827578301,0.745384123,0.689773183,0.681887823,0.88285184,0.860505068,0.874504097,0.898622897
108,LaReserva_Site_2,Secondary,GD Forest Reserve,LaReserva,RESERVE2 SW,February,302.260712,8.613018,-83.542902,0,0,0,0,1280.040082,1.280040082,Secondary,SEC,909.1384628,0.909138463,0.017808407,0.462899224,0.537100776,0.490820043,0.509179957,0.64620617,0.348205177,0.646329219,0.322389873,0.393542934,0.583560854,0.516147787,0.451187763,0.505688355,0.477406388,0.516301836,0.447001345,0.404387379,0.520789582,0.363924278,0.585148123,0.583177414,0.380186798,0.534528937,0.421714179,0,0,0,0,0,0,0.002373993,0.021339304,0.068874093,0.044475534,0.027058845,0.021296879,1,1,0.994411347,0.968719092,0.977103788,0.96733555,0.983094743,0.963303181,0.925176961,0.949072401,0.963364212,0.956243116,0,0.081402651,0.395589576,0.430184305,0.490022631,0.650628363,0.889259967,0.914837618,0.959576522,0.862563997,0.856109051,0.911994517
109,LaReserva_Site_3,Old Growth,GD Forest Reserve,LaReserva,RESERVE3S,February,328.759552,8.613653,-83.547782,0,0,0,0,0,0,Secondary,SEC,335.8452724,0.335845272,0.006578612,0.198906957,0.801093043,0.392205794,0.607794206,0.72064189,0.27935811,0.819611577,0.180388423,0.127217073,0.863728826,0.843368327,0.136465416,0.673170937,0.312297907,0.550213131,0.439201632,0.418661125,0.543878516,0.388535776,0.564160543,0.57338378,0.392107276,0.547688417,0.418431617,0,0,0,0,0,0,0,0.002411823,0.031511457,0.042690308,0.027137211,0.021269381,1,1,1,1,0.990945899,0.979833743,0.985468844,0.989414763,0.962539641,0.952696319,0.965491056,0.966120034,0.690391714,0.692978628,0.678489465,0.755411721,0.767788148,0.812208551,0.773618862,0.847463035,0.918729021,0.852343404,0.82623895,0.872481596
110,LaReserva_Site_4,Old Growth,GD Forest Reserve,LaReserva,RESERVE4 SE,February,369.825439,8.618126,-83.549328,0,0,0,0,0,0,Old Growth,OG,461.3862086,0.461386209,0.009037736,0.00031866,0.99968134,0.246378417,0.753621583,0.63035715,0.36964285,0.721988276,0.278011725,0.357950502,0.630698438,0.555616678,0.427903269,0.519458944,0.46102367,0.502315236,0.477221285,0.348918816,0.624462287,0.390741613,0.559761992,0.564703487,0.40050967,0.550534045,0.414744977,0,0,0,0,0.011351061,0.009648537,0.004287866,0.009241555,0.020670008,0.045596347,0.027956366,0.021933944,1,1,1,1.000000001,0.98864894,0.983519947,0.980482614,0.979536521,0.973381103,0.950503605,0.965213157,0.965279022,0.498883406,0.669724546,0.592346055,0.47198196,0.431432384,0.494188965,0.624512851,0.743923716,0.803560465,0.848010174,0.821081131,0.834041021
111,LaReserva_Site_5,Old Growth,GD Forest Reserve,LaReserva,RESERVE5 N,February,455.147614,8.622951,-83.549914,0,0,0,0,0,0,Grassland,GRA,984.6876585,0.984687659,0.019288282,0.180635716,0.804175557,0.162005867,0.735405368,0.24978379,0.704971318,0.256674089,0.711434715,0.727793043,0.24582259,0.285278825,0.697836317,0.326136569,0.662296214,0.333528421,0.646540757,0.328601612,0.657015276,0.379352829,0.57111633,0.557856535,0.401611262,0.544050056,0.419048112,0,0,0,0.011786697,0.015076843,0,0.005087141,0.009948594,0.008597163,0.045904609,0.031409536,0.02195656,0.984811273,0.897411235,0.954755108,0.968108804,0.973615633,0.983115142,0.988432783,0.980069178,0.985616888,0.950469159,0.959467797,0.963098168,0.002884264,0.55832134,0.658765326,0.591065649,0.70928554,0.768593843,0.792158259,0.797523191,0.740071109,0.85346369,0.824138049,0.837616364
112,LaReserva_Site_6,Old Growth,GD Forest Reserve,LaReserva,RESERVA6S,February,507.961426,8.62725,-83.548288,0,0,0,0,0,0,Secondary,SEC,1270.850919,1.270850919,0.024893712,0,1,0,1,0.031878781,0.968121218,0.11083679,0.88916321,0.838418031,0.161581969,0.197065771,0.796256385,0.210534957,0.784736401,0.217030052,0.769739571,0.349486562,0.628721935,0.357298629,0.593486205,0.560542139,0.395567867,0.524326718,0.434989781,0,0,0,0,0,0,0.001512768,0,0.016768172,0.04523462,0.032301068,0.021577792,1,1,0.999999999,1,1,0.993322156,0.995271358,0.986769623,0.978208497,0.950784834,0.956110006,0.959316499,0.093475909,0.578428288,0.691795136,0.655143588,0.889293244,1.020698193,1.039930029,1.035407215,0.907135485,0.938250533,1.013365771,1.033960792
113,LaReserva_Site_7,Old Growth,GD Forest Reserve,LaReserva,RESERVA7E,February,435.412811,8.624749,-83.542753,0,0,0,0,0,0,Secondary,SEC,1617.028709,1.617028709,0.03167472,0.271714945,0.728285055,0.310200299,0.68800882,0.261460064,0.646407905,0.330913934,0.594770098,0.580344629,0.372540633,0.313226631,0.656621968,0.294522661,0.689455427,0.30008606,0.685688009,0.348576741,0.583789254,0.342652121,0.601777638,0.569510757,0.380739487,0.513215454,0.436197288,0,0.001790881,0.092132031,0.074315969,0.047114738,0.0301514,0.013399458,0.008093789,0.061308027,0.045759929,0.032076324,0.020884524,1,0.998209119,0.907867969,0.925684032,0.952885262,0.969848599,0.983978088,0.985774069,0.932365995,0.944429759,0.950250244,0.949412742,0,0,0.141213538,0.34826128,0.442283859,0.534941096,0.526567501,0.537236812,0.752249382,0.838463797,0.855415834,0.863580255
114,Lomas_Site_1,Secondary,GD Forest Reserve,Lomas,LOMAS 1N,February,123.028946,8.763745,-83.291522,2810.197518,2.810197518,0,0,753.5724984,0.753572498,Old Growth,OG,36477.46058,36.47746058,0.714528652,1,0,1,0,1,0,1,0,0,0.978361983,0.981915709,0,0.991963236,0,0.952122784,0,0.936162658,0.020860233,0.897176654,0.040607916,0.058397832,0.783499409,0.079400487,0.679433444,0,0,0,0,0,0,0,0,0.002060377,0,0.000678209,0.011160986,1,1,1,1,0.978361983,0.981915709,0.991963236,0.952122784,0.957022891,0.93778457,0.841897241,0.758833931,0,0,0,0,0.104347294,0,0,0.218853077,0.255184058,0.465656718,0.867116482,1.199566879
115,Lomas_Site_10,Secondary,GD Forest Reserve,Lomas,LOMAS10SE,February,106.780289,8.763308,-83.298836,1811.854262,1.811854262,0,0,753.5724984,0.753572498,Secondary,SEC,37364.64063,37.36464063,0.731906933,1,0,1,0,1,0,1,0,0,0.998929351,0.982347849,0,0.9754476,0.000187481,0.945742436,0.002410928,0.947495529,0.009230493,0.901860275,0.020041231,0.042219696,0.799255362,0.068303704,0.68686836,0,0,0,0,0,0,0,0,0,0,0.002762508,0.019311334,1,1,1,1,0.998929351,0.982347849,0.975635081,0.948153364,0.956726022,0.921901506,0.841475058,0.755172064,0,0,0,0,0.008392769,0.088755353,0.116363617,0.220729026,0.189385864,0.391855298,0.847286082,1.19325176
116,Lomas_Site_11,Secondary,GD Forest Reserve,Lomas,LOMAS11W,February,152.282196,8.769274,-83.296029,1642.01077,1.64201077,0,0,753.5724984,0.753572498,Old Growth,OG,37011.11653,37.01111653,0.724982024,1,0,1,0,1,0,1,0,0,1,0.999960619,0,0.991963285,0,0.980896916,0.000912571,0.952265791,0.007261959,0.863894402,0.017680436,0.033227143,0.733254257,0.047962991,0.664422147,0,0,0,0,0,0,0,0,0,0,0.000571439,0.007341604,1,1,1,1,1,0.999960619,0.991963285,0.981809487,0.95952775,0.881574838,0.7664814,0.712385138,0,0,0,0,0,0.000438984,0.046771316,0.098193504,0.243481253,0.59994871,1.046036458,1.220482083
117,Lomas_Site_12,Secondary,GD Forest Reserve,Lomas,LOMAS 12NW,February,153.10466,8.773872,-83.294694,927.2984926,0.927298493,0,0,0,0,Secondary,SEC,37667.12832,37.66712832,0.737832129,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0.952658009,0.003886239,0.807581644,0.010161957,0.022742038,0.680504158,0.038584695,0.646053619,0,0,0,0,0,0,0,0,0,0,0,0.00123522,1,1,1,1,1,1,1,1,0.956544248,0.817743601,0.703246196,0.684638314,0,0,0,0,0,0,0,0,0.256011048,0.778945224,1.157025575,1.237046343
118,Lomas_Site_13,Secondary,GD Forest Reserve,Lomas,LOMAS13W,February,108.962296,8.778076,-83.293842,0,0,0,0,0,0,Secondary,SEC,37105.16451,37.10516451,0.726824257,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0.998182397,0.001817603,0.896477963,0.003259666,0.735121654,0.005302098,0.015362469,0.634468164,0.032542843,0.631705155,0,0,0,0,0,0,0,0,0,0,0.000770519,0.001218946,1,1,1,1,1,1,1,1,0.899737629,0.740423752,0.649830633,0.664247998,0,0,0,0,0,0,0,0.013285455,0.467057945,0.962111979,1.240438855,1.201885651
119,Lomas_Site_2,Secondary,GD Forest Reserve,Lomas,LOMAS 2SE,February,95.214043,8.763073,-83.289499,2794.336767,2.794336767,0,0,753.5724984,0.753572498,Secondary,SEC,36672.91352,36.67291352,0.718357228,1,0,1,0,1,0,1,0,0,1,1,0,0.937141807,0,0.934467789,0,0.930952981,0.028465077,0.887054614,0.052506544,0.066424722,0.78195789,0.087014833,0.684847463,0,0,0,0,0,0,0,0,0,0,0.000640533,0.010045417,1,1,1,1,1,1,0.937141807,0.934467789,0.959418058,0.939561158,0.848382612,0.771862296,0,0,0,0,0,0,0.26551715,0.273958844,0.232880042,0.491905686,0.86089947,1.177376345
120,Lomas_Site_3,Secondary,Unprotected,Lomas,LOMAS 3SW,February,40.95298,8.759582,-83.287877,2317.160545,2.317160545,0,0,753.5724984,0.753572498,Secondary,SEC,36803.84429,36.80384429,0.720921929,1,0,1,0,0.977649937,0,0.880206581,0,0,0.827068058,0.819352083,0,0.894994134,0.004306721,0.924798177,0.005814285,0.929602408,0.040189605,0.862871476,0.074695034,0.087030253,0.790753071,0.108122888,0.699920963,0,0,0,0,0,0,0,0.000602726,0,0,0.001911185,0.012029567,1,1,0.977649937,0.880206581,0.827068058,0.819352083,0.899300855,0.930612462,0.969792013,0.93756651,0.877783324,0.808043851,0,0,0.107049358,0.366513191,0.460504857,0.472374533,0.371550617,0.33388275,0.228824913,0.538145459,0.818811568,1.114527857
121,Lomas_Site_4,Secondary,Unprotected,Lomas,LOMAS4NE,February,33.139359,8.756541,-83.287747,586.3129535,0.586312954,0,0,0,0,Mangrove,MAN,36713.76852,36.71376852,0.719157504,1,0,0.848680816,0,0.738219226,0,0.742510315,0,0,0.759464835,0.814043144,0.002363854,0.887774806,0.010246694,0.918608601,0.020224296,0.905769084,0.056543847,0.846566471,0.086575799,0.106577148,0.79843664,0.122209574,0.711373317,0,0,0,0,0,0,0,0.0000354,0,0.000978892,0.006213036,0.015064974,1,0.848680816,0.738219226,0.742510315,0.759464835,0.816406998,0.8980215,0.938832897,0.962312931,0.93314227,0.905013788,0.833582891,0,0.424990538,0.574911322,0.570414796,0.563705006,0.544113562,0.102342344,0.148892014,0.310030382,0.546789673,0.769382429,1.060205106
122,Lomas_Site_5,Secondary,Unprotected,Lomas,LOMAS5 S,February,26.923923,8.75417,-83.288726,888.0174035,0.888017404,0,0,0,0,Secondary,SEC,36525.94185,36.52594185,0.715478314,1,0,1,0,1,0,0.9768311,0,0,0.939778466,0.899883156,0,0.907008265,0.011135203,0.908935386,0.028514341,0.875811579,0.067420782,0.837137492,0.095774411,0.118328118,0.802998619,0.131331761,0.720785875,0,0,0,0,0,0,0,0,0,0.001138852,0.009176118,0.019614053,1,1,1,0.9768311,0.939778466,0.899883156,0.918143468,0.937449727,0.943232361,0.932911903,0.921326737,0.852117636,0,0,0,0.123191097,0.241666937,0.366851338,0.363178901,0.383750872,0.407906264,0.568597037,0.730325159,1.019441602
123,Lomas_Site_6,Secondary,Unprotected,Lomas,LOMAS6 NW,February,39.851814,8.760946,-83.286068,1965.441095,1.965441095,0,0,0,0,Old Growth,OG,36284.81532,36.28481532,0.710755073,1,0,1,0,0.909990596,0,0.797222905,0,0,0.811186871,0.836319541,0,0.893205501,0.003873848,0.913398013,0.007281212,0.92215545,0.044040653,0.853849583,0.075568312,0.085437464,0.779873659,0.106163478,0.696890701,0,0,0,0,0,0,0.000954561,0.007761123,0,0,0,0.008962569,1,1,0.909990596,0.797222905,0.811186871,0.836319541,0.897079349,0.920679225,0.966196103,0.929417895,0.865311123,0.803054179,0,0,0.30255958,0.504228277,0.484497406,0.445722835,0.074994904,0.194921196,0.256911609,0.575223825,0.84656297,1.117571576
